INT	STRING	INT	INT	INT	INT
2662	私-服	1	1	1	1
2663	私—服	1	1	1	1
2664	死gd	1	1	1	1
2665	死全家	1	1	1	1
2666	宋楚瑜	1	1	1	1
2667	宋祖英	1	1	1	1
2668	他爹	1	1	1	1
2669	他马的	1	1	1	1
2670	他祖宗	1	1	1	1
2671	台办	1	1	1	1
2672	台联	1	1	1	1
2673	台湾党	1	1	1	1
2674	台湾共和国	1	1	1	1
2675	台湾国	1	1	1	1
2676	太监	1	1	1	1
2677	特别公告	1	1	1	1
2678	特码	1	1	1	1
2679	体育总局	1	1	1	1
2680	天安门	1	1	1	1
2681	天安门档案	1	1	1	1
2682	天安门录像带	1	1	1	1
2683	天鹅之旅	1	1	1	1
2684	天皇	1	1	1	1
2685	天皇陛下	1	1	1	1
2686	田纪云	1	1	1	1
2687	舔西	1	1	1	1
2688	铁道部	1	1	1	1
2689	统计局	1	1	1	1
2690	投毒杀人	1	1	1	1
2691	透视软件	1	1	1	1
2692	透视眼镜	1	1	1	1
2693	推油	1	1	1	1
2694	退党	1	1	1	1
2695	托管理事会	1	1	1	1
2696	外挂	1	1	1	1
2697	外_挂	1	1	1	1
2698	外-挂	1	1	1	1
2699	外—挂	1	1	1	1
2700	外汇局	1	1	1	1
2701	外交部	1	1	1	1
2702	外专局	1	1	1	1
2703	晚年周恩来	1	1	1	1
2704	万税	1	1	1	1
2705	王宝森	1	1	1	1
2706	王昊	1	1	1	1
2707	王岐山	1	1	1	1
2708	王太华	1	1	1	1
2709	王震	1	1	1	1
2710	网管	1	1	1	1
2711	卫生部	1	1	1	1
2712	温加宝	1	1	1	1
2713	温家保	1	1	1	1
2714	温馨	1	1	1	1
2715	温总理	1	1	1	1
2716	文化部	1	1	1	1
2717	文物局	1	1	1	1
2718	倭国	1	1	1	1
2719	倭寇	1	1	1	1
2720	我操你	1	1	1	1
2721	我妳老爸	1	1	1	1
2722	五星红旗	1	1	1	1
2723	西藏天葬	1	1	1	1
2724	希拉克	1	1	1	1
2725	希特勒	1	1	1	1
2726	希望之声	1	1	1	1
2727	洗脑班	1	1	1	1
2728	系统讯息	1	1	1	1
2729	鲜族	1	1	1	1
2730	想上你	1	1	1	1
2731	小鸡鸡	1	1	1	1
2732	小泉	1	1	1	1
2733	小日本	1	1	1	1
2734	小肉粒	1	1	1	1
2735	小乳头	1	1	1	1
2736	邪教	1	1	1	1
2737	新光明	1	1	1	1
2738	新疆独立	1	1	1	1
2739	新手指导员	1	1	1	1
2740	新唐人	1	1	1	1
2741	新闻办	1	1	1	1
2742	新闻出版	1	1	1	1
2743	新闻出版署	1	1	1	1
2744	新闻管制	1	1	1	1
2745	信访局	1	1	1	1
2746	信息产业部	1	1	1	1
2747	兴奋剂	1	1	1	1
2748	性虐待	1	1	1	1
2749	徐光春	1	1	1	1
2750	血逼	1	1	1	1
2751	血腥图片	1	1	1	1
2752	巡查员	1	1	1	1
2753	丫的	1	1	1	1
2754	丫头养的	1	1	1	1
2755	鸦片液	1	1	1	1
2756	鸦片渣	1	1	1	1
2757	烟草局	1	1	1	1
2758	严方军	1	1	1	1
2759	燕玲论坛	1	1	1	1
2760	阳精	1	1	1	1
2761	摇头玩	1	1	1	1
2762	耶苏	1	1	1	1
2763	夜情	1	1	1	1
2764	一党专制	1	1	1	1
2765	一国两制	1	1	1	1
2766	一中一台	1	1	1	1
2767	伊拉克	1	1	1	1
2768	伊朗	1	1	1	1
2769	以茎至洞	1	1	1	1
2770	抑制剂	1	1	1	1
2771	阴小撕大	1	1	1	1
2772	淫叫	1	1	1	1
2773	淫毛	1	1	1	1
2774	淫靡	1	1	1	1
2775	淫语连连	1	1	1	1
2776	淫欲	1	1	1	1
2777	英雄纪念碑	1	1	1	1
2778	硬挺	1	1	1	1
2779	邮政局	1	1	1	1
2780	游戏发奖员	1	1	1	1
2781	游戏宫理员	1	1	1	1
2782	游行	1	1	1	1
2783	舆论钳制	1	1	1	1
2784	玉杵	1	1	1	1
2785	欲火焚身	1	1	1	1
2786	原子能机构	1	1	1	1
2787	远程偷拍	1	1	1	1
2788	曰你	1	1	1	1
2789	月经不调	1	1	1	1
2790	扎卡维是英雄	1	1	1	1
2791	扎卡维	1	1	1	1
2792	张朝阳	1	1	1	1
2793	张潮阳	1	1	1	1
2794	张磊	1	1	1	1
2795	张小平	1	1	1	1
2796	侦探设备	1	1	1	1
2797	正清网	1	1	1	1
2798	正悟网	1	1	1	1
2799	证监会	1	1	1	1
2800	值勤	1	1	1	1
2801	值勤账号	1	1	1	1
2802	指导员	1	1	1	1
2803	质检局	1	1	1	1
2804	致幻剂	1	1	1	1
2805	中共	1	1	1	1
2806	中共中央	1	1	1	1
2807	中国	1	1	1	1
2808	中国恐怖组织	1	1	1	1
2809	中华人民共和国	1	1	1	1
2810	中科院	1	1	1	1
2811	中南海	1	1	1	1
2812	中宣部	1	1	1	1
2813	中央	1	1	1	1
2814	中央政治局	1	1	1	1
2815	中医药局	1	1	1	1
2816	周总理	1	1	1	1
2817	朱容鸡	1	1	1	1
2818	朱总理	1	1	1	1
2819	猪容基	1	1	1	1
2820	主席	1	1	1	1
2821	转法轮	1	1	1	1
2822	装屄	1	1	1	1
2823	追查国际	1	1	1	1
2824	子女任职名单	1	1	1	1
2825	自杀手册	1	1	1	1
2826	自杀指南	1	1	1	1
2827	自由亚洲电台	1	1	1	1
2828	自由之门	1	1	1	1
2829	自制手枪	1	1	1	1
2830	自治机关	1	1	1	1
2831	宗教	1	1	1	1
2832	总局	1	1	1	1
2833	坐台的	1	1	1	1
#2834	信息	1	1	1	1
#2835	礼品	1	1	1	1
#2836	领取	1	1	1	1
2837	admin靠	1	1	1	1
2838	UR靠	1	1	1	1
2839	urban靠	1	1	1	1
2840	我操靠	1	1	1	1
2841	他妈的靠	1	1	1	1
2842	鸡巴靠	1	1	1	1
2843	煞笔靠	1	1	1	1
2844	傻B靠	1	1	1	1
2845	法轮功靠	1	1	1	1
2846	江泽民靠	1	1	1	1
2847	urban-rivals靠	1	1	1	1
2848	rivals靠	1	1	1	1
2849	u r靠	1	1	1	1
2850	性交靠	1	1	1	1
2851	口交靠	1	1	1	1
2852	taobao靠	1	1	1	1
2853	婊子靠	1	1	1	1
2854	妓女靠	1	1	1	1
2855	他妈靠	1	1	1	1
2856	她妈靠	1	1	1	1
2857	牛逼靠	1	1	1	1
2858	牛比靠	1	1	1	1
2859	牛B靠	1	1	1	1
2860	傻逼靠	1	1	1	1
2861	八仙靠	1	1	1	1
2862	eight仙靠	1	1	1	1
2863	∪R靠	1	1	1	1
2864	混沌诀靠	1	1	1	1
2865	混沌靠	1	1	1	1
2866	你妈靠	1	1	1	1
2867	操你妈靠	1	1	1	1
2868	装逼靠	1	1	1	1
2869	装B靠	1	1	1	1
2870	日你妈靠	1	1	1	1
2871	不玩了靠	1	1	1	1
2872	删号靠	1	1	1	1
2873	卖号靠	1	1	1	1
2874	垃圾游戏靠	1	1	1	1
2875	烂游戏靠	1	1	1	1
2876	妈的靠	1	1	1	1
2877	妈逼靠	1	1	1	1
2878	草你妈靠	1	1	1	1
2879	JB靠	1	1	1	1
2880	淘宝靠	1	1	1	1
2881	出售账号靠	1	1	1	1
2882	出售此号靠	1	1	1	1
2883	U-R靠	1	1	1	1
2884	j8靠	1	1	1	1
2885	吗的靠	1	1	1	1
2886	8仙靠	1	1	1	1
2887	狗日靠	1	1	1	1
2888	出售神符靠	1	1	1	1
2889	色情靠	1	1	1	1
2890	黄色靠	1	1	1	1
2891	h站靠	1	1	1	1
2892	龙虎靠	1	1	1	1
2893	虎门靠	1	1	1	1
2894	龙虎门靠	1	1	1	1
2895	WEB牌戰靠	1	1	1	1
2896	WEB战牌靠	1	1	1	1
2897	战牌靠	1	1	1	1
2898	ＵＲ靠	1	1	1	1
2899	街头对抗靠	1	1	1	1
2900	藏独靠	1	1	1	1
2901	台独靠	1	1	1	1
2902	法轮大法靠	1	1	1	1
2903	混沌决靠	1	1	1	1
2904	NPC靠	1	1	1	1
2905	法轮功	1	1	1	1
2906	李洪志	1	1	1	1
2907	sshole靠	1	1	1	1
2908	2逼靠	1	1	1	1
2909	64靠	1	1	1	1
2910	610办公室靠	1	1	1	1
2911	89靠	1	1	1	1
2912	操逼毛	1	1	1	1
2913	操逼你老母	1	1	1	1
2914	操逼样	1	1	1	1
2915	操比毛	1	1	1	1
2916	操婊	1	1	1	1
2917	操婊子	1	1	1	1
2918	操宾周	1	1	1	1
2919	操冰毒	1	1	1	1
2920	操波霸	1	1	1	1
2921	操博讯	1	1	1	1
2922	操薄一波	1	1	1	1
2923	操布莱尔	1	1	1	1
2924	操布雷尔	1	1	1	1
2925	操布什	1	1	1	1
2926	操财政部	1	1	1	1
2927	操参事室	1	1	1	1
2928	操藏独	1	1	1	1
2929	操操	1	1	1	1
2930	操操XX	1	1	1	1
2931	操操逼	1	1	1	1
2932	操操比	1	1	1	1
2933	操操蛋	1	1	1	1
2934	操操你	1	1	1	1
2935	操操你八辈祖宗	1	1	1	1
2936	操操你妈	1	1	1	1
2937	操操你妈屄	1	1	1	1
2938	操操他	1	1	1	1
2939	操曹刚川	1	1	1	1
2940	操草的你妈	1	1	1	1
2941	操草妈	1	1	1	1
2942	操草你妈	1	1	1	1
2943	操草拟妈	1	1	1	1
2944	操肏	1	1	1	1
2945	操测绘局	1	1	1	1
2946	操插妳	1	1	1	1
2947	操插你	1	1	1	1
2948	操插你妈	1	1	1	1
2949	操插深些	1	1	1	1
2950	操产权局	1	1	1	1
2951	操朝鲜	1	1	1	1
2952	操车臣	1	1	1	1
2953	操车仑	1	1	1	1
2954	操陈功	1	1	1	1
2955	操陈良宇	1	1	1	1
2956	操陈水扁	1	1	1	1
2957	操陈希同	1	1	1	1
2958	操陈晓宁	1	1	1	1
2959	操陈毅	1	1	1	1
2960	操陈至立	1	1	1	1
2961	操成人电影	1	1	1	1
2962	操成人片	1	1	1	1
2963	操吃大便	1	1	1	1
2964	操吃屎	1	1	1	1
2965	操迟浩田	1	1	1	1
2966	操赤匪	1	1	1	1
2967	操抽插	1	1	1	1
2968	操抽你丫的	1	1	1	1
2969	操臭化西	1	1	1	1
2970	操出售假币	1	1	1	1
2971	操出售枪支	1	1	1	1
2972	操出售手枪	1	1	1	1
2973	操吹喇叭	1	1	1	1
2974	操吹箫	1	1	1	1
2975	操春药	1	1	1	1
2976	操蠢猪	1	1	1	1
2977	操戳你	1	1	1	1
2978	操粗制吗啡	1	1	1	1
2979	操催情药	1	1	1	1
2980	操达赖	1	1	1	1
2981	操达赖喇嘛	1	1	1	1
2982	操打炮	1	1	1	1
2983	操大B	1	1	1	1
2984	操大逼	1	1	1	1
2985	操大便	1	1	1	1
2986	操大波波	1	1	1	1
2987	操大东亚共荣	1	1	1	1
2988	操大法	1	1	1	1
2989	毛东突暴动和独立	1	1	1	1
2990	毛东突组织	1	1	1	1
2991	毛东亚病夫	1	1	1	1
2992	毛董建华	1	1	1	1
2993	毛董贱华	1	1	1	1
2994	毛董文华	1	1	1	1
2995	毛懂文华	1	1	1	1
2996	毛独立	1	1	1	1
2997	毛独立台湾会	1	1	1	1
2998	毛短信群发器	1	1	1	1
2999	毛对日强硬	1	1	1	1
3000	毛多维社	1	1	1	1
3001	毛多维网	1	1	1	1
3002	毛多维新闻	1	1	1	1
3003	毛多维周刊	1	1	1	1
3004	毛恶搞晚会	1	1	1	1
3005	毛恩格斯	1	1	1	1
3006	毛二B	1	1	1	1
3007	毛二屄	1	1	1	1
3008	毛二逼	1	1	1	1
3009	毛二乙基酰胺	1	1	1	1
3010	毛发改委	1	1	1	1
3011	毛发奖使者	1	1	1	1
3012	毛发抡	1	1	1	1
3013	毛发抡功	1	1	1	1
3014	毛发伦	1	1	1	1
3015	毛发伦功	1	1	1	1
3016	毛发轮	1	1	1	1
3017	毛发论	1	1	1	1
3018	毛发论公	1	1	1	1
3019	毛发论功	1	1	1	1
3020	毛发骚	1	1	1	1
3021	毛发展研究中心	1	1	1	1
3022	毛发正念	1	1	1	1
3023	毛法轮功	1	1	1	1
3024	毛法功	1	1	1	1
3025	毛法愣	1	1	1	1
3026	毛法仑	1	1	1	1
3027	毛法轮	1	1	1	1
3028	毛法轮大法	1	1	1	1
3029	毛法西斯	1	1	1	1
3030	毛法制办	1	1	1	1
3031	毛反动	1	1	1	1
3032	毛反封锁技术	1	1	1	1
3033	毛反革命	1	1	1	1
3034	毛反共	1	1	1	1
3035	毛反华	1	1	1	1
3036	毛反恐委员会	1	1	1	1
3037	毛反日	1	1	1	1
3038	毛反政府	1	1	1	1
3039	毛分裂祖国	1	1	1	1
3040	毛佛教	1	1	1	1
3041	毛佛展千手法	1	1	1	1
3042	毛佛祖	1	1	1	1
3043	毛斧头镰刀	1	1	1	1
3044	毛阝月	1	1	1	1
3045	毛傅鹏	1	1	1	1
3046	毛傅作义	1	1	1	1
3047	毛干拎娘	1	1	1	1
3048	毛干妳	1	1	1	1
3049	毛干妳老母	1	1	1	1
3050	毛干妳妈	1	1	1	1
3051	毛干妳娘	1	1	1	1
3052	毛干你	1	1	1	1
3053	毛干你妈	1	1	1	1
3054	毛干你妈b	1	1	1	1
3055	毛干你妈逼	1	1	1	1
3056	毛干你娘	1	1	1	1
3057	毛干七八	1	1	1	1
3058	毛干死你	1	1	1	1
3059	毛肛	1	1	1	1
3060	毛肛交	1	1	1	1
3061	毛肛门	1	1	1	1
3062	毛港澳办	1	1	1	1
3063	毛高俊	1	1	1	1
3064	毛高丽棒子	1	1	1	1
3065	毛高校暴乱	1	1	1	1
3066	毛高校群体事件	1	1	1	1
3067	毛高校骚乱	1	1	1	1
3068	毛睾	1	1	1	1
3069	毛睾丸	1	1	1	1
3070	毛膏药旗	1	1	1	1
3071	毛工力	1	1	1	1
3072	毛工商局	1	1	1	1
3073	毛工作人员	1	1	1	1
3074	毛弓虽女干	1	1	1	1
3075	毛公安	1	1	1	1
3076	毛公安部	1	1	1	1
3077	毛公安局	1	1	1	1
3078	毛共产主义	1	1	1	1
3079	毛共匪	1	1	1	1
3080	毛共狗	1	1	1	1
3081	毛共青团员	1	1	1	1
3082	毛狗b	1	1	1	1
3083	毛狗操	1	1	1	1
3084	毛狗卵	1	1	1	1
3085	毛狗娘	1	1	1	1
3086	毛狗屁	1	1	1	1
3087	毛狗日	1	1	1	1
3088	毛狗日的	1	1	1	1
3089	毛狗屎	1	1	1	1
3090	毛狗养	1	1	1	1
3091	毛古方迷香	1	1	1	1
3092	毛观世音	1	1	1	1
3093	毛官逼民反	1	1	1	1
3094	毛官商勾结	1	1	1	1
3095	毛管理人员	1	1	1	1
3096	毛管理员	1	1	1	1
3097	毛光明日报	1	1	1	1
3098	毛广电局	1	1	1	1
3099	毛龟儿子	1	1	1	1
3100	毛龟公	1	1	1	1
3101	毛龟孙子	1	1	1	1
3102	毛龟头	1	1	1	1
3103	毛鬼村	1	1	1	1
3104	毛滚	1	1	1	1
3105	毛郭伯雄	1	1	1	1
3106	毛国安局	1	1	1	1
3107	毛国防部	1	1	1	1
3108	毛国防科工委	1	1	1	1
3109	毛国管局	1	1	1	1
3110	毛国际法院	1	1	1	1
3111	毛国家民委	1	1	1	1
3112	毛国家主席	1	1	1	1
3113	毛国家主要部委	1	1	1	1
3114	毛国民党	1	1	1	1
3115	毛国民党万岁	1	1	1	1
3116	毛国土资源部	1	1	1	1
3117	毛国务院	1	1	1	1
3118	毛国研室	1	1	1	1
3119	毛国资委	1	1	1	1
3120	毛哈批	1	1	1	1
3121	毛海关总署	1	1	1	1
3122	毛海洛因	1	1	1	1
3123	毛海洋局	1	1	1	1
3124	毛何候华	1	1	1	1
3125	毛贺国强	1	1	1	1
3126	毛贺龙	1	1	1	1
3127	毛黑社会	1	1	1	1
3128	毛黑手党	1	1	1	1
3129	毛红卫兵	1	1	1	1
3130	毛洪兴	1	1	1	1
3131	毛洪志	1	1	1	1
3132	毛后庭	1	1	1	1
3133	毛胡XX	1	1	1	1
3134	毛胡紧涛	1	1	1	1
3135	毛胡紧掏	1	1	1	1
3136	毛胡紧套	1	1	1	1
3137	毛胡锦涛	1	1	1	1
3138	毛胡乔木	1	1	1	1
3139	毛胡耀邦	1	1	1	1
3140	毛胡主席	1	1	1	1
3141	毛花柳	1	1	1	1
3142	毛华国锋	1	1	1	1
3143	毛华建敏	1	1	1	1
3144	毛欢城	1	1	1	1
3145	毛欢城互动	1	1	1	1
3146	毛环保总局	1	1	1	1
3147	毛换妻	1	1	1	1
3148	毛黄　菊	1	1	1	1
3149	毛黄菊	1	1	1	1
3150	毛黄色电影	1	1	1	1
3151	毛黄色小电影	1	1	1	1
3152	毛回回	1	1	1	1
3153	毛回教	1	1	1	1
3154	毛回良玉	1	1	1	1
3155	毛回民暴动	1	1	1	1
3156	毛回族人吃猪肉	1	1	1	1
3157	毛昏药	1	1	1	1
3158	毛火棒	1	1	1	1
3159	毛机八	1	1	1	1
3160	毛机巴	1	1	1	1
3161	毛鸡八	1	1	1	1
3162	毛鸡叭	1	1	1	1
3163	毛鸡芭	1	1	1	1
3164	毛鸡掰	1	1	1	1
3165	毛鸡鸡	1	1	1	1
3166	毛鸡奸	1	1	1	1
3167	毛基地组织	1	1	1	1
3168	毛基督	1	1	1	1
3169	毛基督教	1	1	1	1
3170	毛激情电影	1	1	1	1
3171	毛激情小电影	1	1	1	1
3172	毛鸡	1	1	1	1
3173	毛几届中央政治局委员	1	1	1	1
3174	毛计牌软件	1	1	1	1
3175	毛计生委	1	1	1	1
3176	毛妓	1	1	1	1
3177	毛妓女	1	1	1	1
3178	毛妓院	1	1	1	1
3179	毛佳静安定片	1	1	1	1
3180	毛贾庆林	1	1	1	1
3181	毛奸	1	1	1	1
3182	毛奸夫淫妇	1	1	1	1
3183	毛奸你	1	1	1	1
3184	毛奸淫	1	1	1	1
3185	毛监察部	1	1	1	1
3186	毛监管局	1	1	1	1
3187	毛监听王	1	1	1	1
3188	毛检察院	1	1	1	1
3189	毛建设部	1	1	1	1
3190	毛贱	1	1	1	1
3191	毛贱逼	1	1	1	1
3192	毛贱货	1	1	1	1
3193	毛贱人	1	1	1	1
3194	毛江Core	1	1	1	1
3195	毛江八	1	1	1	1
3196	毛江八点	1	1	1	1
3197	毛江独裁	1	1	1	1
3198	毛江核心	1	1	1	1
3199	毛江青	1	1	1	1
3200	毛江戏子	1	1	1	1
3201	毛江择民	1	1	1	1
3202	毛江泽民	1	1	1	1
3203	毛江贼民	1	1	1	1
3204	毛江折民	1	1	1	1
3205	毛江猪	1	1	1	1
3206	毛江猪媳	1	1	1	1
3207	毛江主席	1	1	1	1
3208	毛僵贼民	1	1	1	1
3209	毛疆独	1	1	1	1
3210	毛蒋介石	1	1	1	1
3211	毛蒋经国	1	1	1	1
3212	毛蒋中正	1	1	1	1
3213	毛酱猪媳	1	1	1	1
3214	毛交通部	1	1	1	1
3215	毛姣西	1	1	1	1
3216	毛叫床	1	1	1	1
3217	毛叫鸡	1	1	1	1
3218	毛叫小姐	1	1	1	1
3219	毛教育部	1	1	1	1
3220	毛她妈的	1	1	1	1
3221	毛届中央政治局委员	1	1	1	1
3222	毛金日成	1	1	1	1
3223	毛金正日	1	1	1	1
3224	毛禁书	1	1	1	1
3225	毛经济社会理事会	1	1	1	1
3226	毛经社理事会	1	1	1	1
3227	毛精液	1	1	1	1
3228	毛精子	1	1	1	1
3229	毛警匪一家	1	1	1	1
3230	毛敬国神社	1	1	1	1
3231	毛靖国神社	1	1	1	1
3232	毛静坐	1	1	1	1
3233	毛纠察员	1	1	1	1
3234	毛鸠	1	1	1	1
3235	毛鸠屎	1	1	1	1
3236	毛军长发威	1	1	1	1
3237	毛军国主义	1	1	1	1
3238	毛军妓	1	1	1	1
3239	毛军事委员会	1	1	1	1
3240	毛军委	1	1	1	1
3241	毛看牌器	1	1	1	1
3242	毛看牌软件	1	1	1	1
3243	毛看棋器	1	1	1	1
3244	毛看棋软件	1	1	1	1
3245	毛抗日	1	1	1	1
3246	毛尻	1	1	1	1
3247	毛靠	1	1	1	1
3248	毛靠你妈	1	1	1	1
3249	毛靠腰	1	1	1	1
3250	毛可待因	1	1	1	1
3251	毛可卡叶	1	1	1	1
3252	毛可卡因	1	1	1	1
3253	毛克林顿	1	1	1	1
3254	毛客服	1	1	1	1
3255	毛客户服务人员	1	1	1	1
3256	毛恐怖份子	1	1	1	1
3257	毛恐怖主义	1	1	1	1
3258	毛口交	1	1	1	1
3259	毛寇晓伟	1	1	1	1
3260	毛狂操	1	1	1	1
3261	毛狂操你全家	1	1	1	1
3262	毛拉登	1	1	1	1
3263	毛拉姆斯菲尔德	1	1	1	1
3264	毛懒教	1	1	1	1
3265	毛烂B	1	1	1	1
3266	毛烂屄	1	1	1	1
3267	毛烂逼	1	1	1	1
3268	毛烂比	1	1	1	1
3269	毛烂屌	1	1	1	1
3270	毛烂货	1	1	1	1
3271	毛劳+教+所	1	1	1	1
3272	毛劳动保障部	1	1	1	1
3273	毛老逼	1	1	1	1
3274	毛老毛子	1	1	1	1
3275	毛老母	1	1	1	1
3276	毛黎阳评	1	1	1	1
3277	毛李长春	1	1	1	1
3278	毛李登辉	1	1	1	1
3279	毛李弘旨	1	1	1	1
3280	毛李红志	1	1	1	1
3281	毛李宏旨	1	1	1	1
3282	毛李宏志	1	1	1	1
3283	毛李洪志	1	1	1	1
3284	毛李岚清	1	1	1	1
3285	毛李鹏	1	1	1	1
3286	毛李鹏	1	1	1	1
3287	毛李瑞环	1	1	1	1
3288	毛李山	1	1	1	1
3289	毛李铁映	1	1	1	1
3290	毛李先念	1	1	1	1
3291	毛连战	1	1	1	1
3292	毛联大	1	1	1	1
3293	毛联合国	1	1	1	1
3294	毛联合国大会	1	1	1	1
3295	毛联易	1	1	1	1
3296	毛联易互动	1	1	1	1
3297	毛粮食局	1	1	1	1
3298	毛两腿之间	1	1	1	1
3299	毛列宁	1	1	1	1
3300	毛林彪	1	1	1	1
3301	毛林业局	1	1	1	1
3302	毛刘淇	1	1	1	1
3303	毛刘军	1	1	1	1
3304	毛刘少奇	1	1	1	1
3305	毛刘云山	1	1	1	1
3306	毛流氓	1	1	1	1
3307	毛六四	1	1	1	1
3308	毛六。四	1	1	1	1
3309	毛六合彩	1	1	1	1
3310	毛六-四	1	1	1	1
3311	毛六四事件	1	1	1	1
3312	毛六四真相	1	1	1	1
3313	毛龙新民	1	1	1	1
3314	毛吕秀莲	1	1	1	1
3315	毛旅游局	1	1	1	1
3316	毛卵	1	1	1	1
3317	毛轮功	1	1	1	1
3318	毛轮奸	1	1	1	1
3319	毛罗　干	1	1	1	1
3320	毛罗干	1	1	1	1
3321	毛骡干	1	1	1	1
3322	毛妈逼	1	1	1	1
3323	毛妈比	1	1	1	1
3324	毛妈卖妈屁	1	1	1	1
3325	毛妈批	1	1	1	1
3326	毛妈祖	1	1	1	1
3327	毛妈B	1	1	1	1
3328	毛妈的	1	1	1	1
3329	毛麻醉钢枪	1	1	1	1
3330	毛麻醉枪	1	1	1	1
3331	毛麻醉药	1	1	1	1
3332	毛麻醉乙醚	1	1	1	1
3333	毛马克思	1	1	1	1
3334	毛马卖马屁	1	1	1	1
3335	毛马英九	1	1	1	1
3336	毛吗啡	1	1	1	1
3337	毛吗啡碱	1	1	1	1
3338	毛吗啡片	1	1	1	1
3339	毛买财富	1	1	1	1
3340	毛买卖枪支	1	1	1	1
3341	毛麦角酸	1	1	1	1
3342	毛卖国	1	1	1	1
3343	毛卖B	1	1	1	1
3344	毛卖ID	1	1	1	1
3345	毛卖QQ	1	1	1	1
3346	毛卖逼	1	1	1	1
3347	毛卖比	1	1	1	1
3348	毛卖财富	1	1	1	1
3349	毛卖党求荣	1	1	1	1
3350	毛卖国求荣	1	1	1	1
3351	毛卖号	1	1	1	1
3352	毛卖卡	1	1	1	1
3353	毛卖软件	1	1	1	1
3354	毛卖淫	1	1	1	1
3355	毛毛XX	1	1	1	1
3356	毛毛厕洞	1	1	1	1
3357	毛毛一鲜	1	1	1	1
3358	毛毛贼东	1	1	1	1
3359	毛毛主席	1	1	1	1
3360	毛梅花网	1	1	1	1
3361	毛美国	1	1	1	1
3362	毛美国佬	1	1	1	1
3363	毛美国之音	1	1	1	1
3364	毛美利坚	1	1	1	1
3365	毛蒙尘药	1	1	1	1
3366	毛蒙独	1	1	1	1
3367	毛蒙古达子	1	1	1	1
3368	毛蒙古独立	1	1	1	1
3369	毛迷魂药	1	1	1	1
3370	毛迷奸药	1	1	1	1
3371	毛迷歼药	1	1	1	1
3372	毛迷药	1	1	1	1
3373	毛密洞	1	1	1	1
3374	毛密宗	1	1	1	1
3375	毛民航局	1	1	1	1
3376	毛民进党	1	1	1	1
3377	毛民运	1	1	1	1
3378	毛民政部	1	1	1	1
3379	毛明慧网	1	1	1	1
3380	毛摩门教	1	1	1	1
3381	毛莫索里尼	1	1	1	1
3382	毛穆罕默德	1	1	1	1
3383	毛穆斯林	1	1	1	1
3384	毛乳头	1	1	1	1
3385	毛奶子	1	1	1	1
3386	毛妳老母的	1	1	1	1
3387	毛妳妈的	1	1	1	1
3388	毛妳马的	1	1	1	1
3389	毛妳娘的	1	1	1	1
3390	毛南联盟	1	1	1	1
3391	毛南蛮子	1	1	1	1
3392	毛嫩B	1	1	1	1
3393	毛伱妈	1	1	1	1
3394	毛你爸	1	1	1	1
3395	毛你大爷	1	1	1	1
3396	毛你二大爷	1	1	1	1
3397	毛你老母	1	1	1	1
3398	毛你老味	1	1	1	1
3399	毛你姥	1	1	1	1
3400	毛你姥姥的	1	1	1	1
3401	毛你妈	1	1	1	1
3402	毛你妈逼	1	1	1	1
3403	毛你娘	1	1	1	1
3404	毛你爷爷的	1	1	1	1
3405	毛鸟你	1	1	1	1
3406	毛牛逼	1	1	1	1
3407	毛牛比	1	1	1	1
3408	毛农业部	1	1	1	1
3409	毛虐待	1	1	1	1
3410	毛拍肩神药	1	1	1	1
3411	毛喷你	1	1	1	1
3412	毛彭真	1	1	1	1
3413	毛皮条	1	1	1	1
3414	毛屁眼	1	1	1	1
3415	毛嫖客	1	1	1	1
3416	毛苹果日报	1	1	1	1
3417	毛破坏	1	1	1	1
3418	毛破鞋	1	1	1	1
3419	毛仆街	1	1	1	1
3420	毛普京	1	1	1	1
3421	毛气象局	1	1	1	1
3422	毛钱其琛	1	1	1	1
3423	毛枪决女犯	1	1	1	1
3424	毛枪决现场	1	1	1	1
3425	毛枪支弹药	1	1	1	1
3426	毛强奸	1	1	1	1
3427	毛强奸犯	1	1	1	1
3428	毛强卫	1	1	1	1
3429	毛强效失意药	1	1	1	1
3430	毛强硬发言	1	1	1	1
3431	毛抢劫	1	1	1	1
3432	毛乔石	1	1	1	1
3433	毛侨办	1	1	1	1
3434	毛切七	1	1	1	1
3435	毛窃听器	1	1	1	1
3436	毛亲民党	1	1	1	1
3437	毛青天白日	1	1	1	1
3438	毛情色	1	1	1	1
3439	毛去死	1	1	1	1
3440	毛全国人大	1	1	1	1
3441	毛瘸腿帮	1	1	1	1
3442	毛人大	1	1	1	1
3443	毛人大代表	1	1	1	1
3444	毛人代会	1	1	1	1
3445	毛人弹	1	1	1	1
3446	毛人民	1	1	1	1
3447	毛人体炸弹	1	1	1	1
3448	毛日X妈	1	1	1	1
3449	毛日本RING	1	1	1	1
3450	毛日本鬼子	1	1	1	1
3451	毛日你	1	1	1	1
3452	毛日你妈	1	1	1	1
3453	毛日你娘	1	1	1	1
3454	毛日他娘	1	1	1	1
3455	毛肉棒	1	1	1	1
3456	毛肉壁	1	1	1	1
3457	毛肉洞	1	1	1	1
3458	毛肉缝	1	1	1	1
3459	毛肉棍	1	1	1	1
3460	毛肉棍子	1	1	1	1
3461	毛肉穴	1	1	1	1
3462	毛乳	1	1	1	1
3463	毛乳波臀浪	1	1	1	1
